assembly_id,assembly_type,role,product_code,required,relation_source,confidence,installation_surface,reference_resolved,notes
bathtub:15847T-0,BATHTUB,bathtub,15847T-0,true,explicit_catalogue,1.0,,true,Role supported by category=Wellness; subcategory=Drop-in Bathtubs.
bathtub:1394IN-H2-0,BATHTUB,bathtub,1394IN-H2-0,true,explicit_catalogue,1.0,,true,Role supported by category=Wellness; subcategory=Drop-in Bathtubs.
bathtub:1394IN-H2-0,BATHTUB,required_component,inRiver_247956,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:1394IN-H2-0,BATHTUB,required_component,inRiver_213884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:1394IN-H2-0,BATHTUB,required_component,inRiver_213880,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:1394IN-H2-0,BATHTUB,required_component,inRiver_241232,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:1394IN-H2-0,BATHTUB,required_component,inRiver_1520238,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:1709IN-K-0,BATHTUB,bathtub,1709IN-K-0,true,explicit_catalogue,1.0,,true,Role supported by category=Wellness; subcategory=Drop-in Bathtubs.
bathtub:1709IN-K-0,BATHTUB,required_component,inRiver_1336299,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
bathtub:76442IN-NW-0,BATHTUB,bathtub,76442IN-NW-0,true,explicit_catalogue,1.0,,true,Role supported by category=Wellness; subcategory=Drop-in Bathtubs.
bathtub:1188IN-C1-0,BATHTUB,bathtub,1188IN-C1-0,true,explicit_catalogue,1.0,,true,Role supported by category=Wellness; subcategory=Drop-in Bathtubs.
faucet:33074IN-CP,FAUCET,bath_filler,33074IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:23973IN-AA-CP,FAUCET,bath_filler,23973IN-AA-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:14426IN-CP,FAUCET,bath_filler,14426IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:33996IN-CP,FAUCET,bath_filler,33996IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:99460IN-4-CP,FAUCET,bath_filler,99460IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:27493IN-CP,FAUCET,bath_filler,27493IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:14426-2MB,FAUCET,bath_filler,14426-2MB,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:27492IN-CP,FAUCET,bath_filler,27492IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:97905T-NA,FAUCET,bath_filler,97905T-NA,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:14428T-4-RGD,FAUCET,bath_filler,14428T-4-RGD,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:25764IN-CP,FAUCET,bath_filler,25764IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:97904T-NA,FAUCET,bath_filler,97904T-NA,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:10385IN-CP,FAUCET,bath_filler,10385IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:99060IN-CP,FAUCET,bath_filler,99060IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:T98071-4-BV,FAUCET,bath_filler,T98071-4-BV,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:25765IN-CP,FAUCET,bath_filler,25765IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:23512IN-CP,FAUCET,bath_filler,23512IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:73120-2MB,FAUCET,bath_filler,73120-2MB,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:33995IN-CP,FAUCET,bath_filler,33995IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:72791-CP,FAUCET,bath_filler,72791-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:26046IN-CP,FAUCET,bath_filler,26046IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:74046IN-A1-CP,FAUCET,bath_filler,74046IN-A1-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:38471IN-CP,FAUCET,bath_filler,38471IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:99467IN-B-CP,FAUCET,bath_filler,99467IN-B-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
shower:97367T-B4-CP,SHOWER,showerhead,97367T-B4-CP,true,explicit_catalogue,1.0,floor,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
shower:97367T-B4-CP,SHOWER,required_component,inRiver_879409,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:T9540-4-CP,FAUCET,bath_filler,T9540-4-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:T9540-4-CP,FAUCET,required_component,inRiver_237832,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:T9540-4-CP,FAUCET,required_component,inRiver_239197,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:20077IN-CP,FAUCET,bath_filler,20077IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:22543IN-N-CP,FAUCET,bath_filler,22543IN-N-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:27490IN-CP,FAUCET,bath_filler,27490IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:27494IN-CP,FAUCET,bath_filler,27494IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Bathtub Faucets.
faucet:27477IN-4ND-CP,FAUCET,bath_filler,27477IN-4ND-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:77963-8A-BL,FAUCET,bath_filler,77963-8A-BL,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:77963-8A-BL,FAUCET,required_component,inRiver_258692,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:77963-8A-BL,FAUCET,required_component,inRiver_258700,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:77963-8A-BL,FAUCET,required_component,inRiver_258708,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:77963-8A-BL,FAUCET,required_component,inRiver_258716,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:77963-8A-BL,FAUCET,required_component,inRiver_258734,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:73159IN-7-CP,FAUCET,bath_filler,73159IN-7-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:22534IN-4-CP,FAUCET,basin_faucet,22534IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:97347T-4-RGD,FAUCET,bath_filler,97347T-4-RGD,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:74028IN-4-CP,FAUCET,basin_faucet,74028IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:33059IN-4ND-CP,FAUCET,bath_filler,33059IN-4ND-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:33063IN-4ND-CP,FAUCET,bath_filler,33063IN-4ND-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:25757IN-4ND-CP,FAUCET,bath_filler,25757IN-4ND-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:25758IN-4ND-CP,FAUCET,bath_filler,25758IN-4ND-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:14402IN-4A-CP,FAUCET,basin_faucet,14402IN-4A-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:72762T-9M-CP,FAUCET,bath_filler,72762T-9M-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:77958T-4A-CP,FAUCET,bath_filler,77958T-4A-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:73158T-4-RGD,FAUCET,bath_filler,73158T-4-RGD,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:97347-4-BL,FAUCET,bath_filler,97347-4-BL,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:28514IN-ND-CP,FAUCET,bath_filler,28514IN-ND-CP,true,explicit_catalogue,1.0,deck_mount,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:EX28093IN-8-AF,FAUCET,bath_filler,EX28093IN-8-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Single Control Faucets.
faucet:97347IN-4-CP,FAUCET,basin_faucet,97347IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Tall Faucets.
faucet:20070IN-4-CP,FAUCET,basin_faucet,20070IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Tall Faucets.
faucet:72288IN-4-CP,FAUCET,basin_faucet,72288IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Tall Faucets.
faucet:20071IN-4-CP,FAUCET,basin_faucet,20071IN-4-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Tall Faucets.
faucet:5684IN-4ND-CP,FAUCET,bath_filler,5684IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:5684IN-4ND-CP,FAUCET,required_component,inRiver_558780,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:23975IN-4ND-CP,FAUCET,bath_filler,23975IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:23486IN-4ND-CP,FAUCET,bath_filler,23486IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:23486IN-4ND-CP,FAUCET,required_component,inRiver_558780,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:5683IN-4ND-CP,FAUCET,bath_filler,5683IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:5683IN-4ND-CP,FAUCET,required_component,inRiver_558780,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:97358IN-4ND-CP,FAUCET,basin_faucet,97358IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:73061T-7-BV,FAUCET,basin_faucet,73061T-7-BV,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:25759IN-4ND-CP,FAUCET,bath_filler,25759IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:25759IN-4ND-CP,FAUCET,required_component,inRiver_558780,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:73067T-9ACH-BV,FAUCET,bath_filler,73067T-9ACH-BV,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:73061IN-4ND-CP,FAUCET,bath_filler,73061IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:5680IN-4ND-CP,FAUCET,bath_filler,5680IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:99876IN-4ND-CP,FAUCET,basin_faucet,99876IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:21969IN-4ND-BV,FAUCET,bath_filler,21969IN-4ND-BV,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:34076IN-4ND-CP,FAUCET,bath_filler,34076IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:29199IN-4ND-RGD,FAUCET,bath_filler,29199IN-4ND-RGD,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:29199IN-ECH-RGD,FAUCET,bath_filler,29199IN-ECH-RGD,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:EX27102T-4-2MB,FAUCET,bath_filler,EX27102T-4-2MB,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:25148IN-4ND-CP,FAUCET,basin_faucet,25148IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:25148IN-4ND-CP,FAUCET,required_component,inRiver_2491222,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:22540IN-4AND-CP,FAUCET,bath_filler,22540IN-4AND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:33103IN-4ND-CP,FAUCET,bath_filler,33103IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:33103IN-4ND-CP,FAUCET,required_component,inRiver_2491222,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:27483IN-4ND-CP,FAUCET,bath_filler,27483IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:27483IN-4ND-CP,FAUCET,required_component,inRiver_1482559,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:27488IN-4ND-CP,FAUCET,bath_filler,27488IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:27488IN-4ND-CP,FAUCET,required_component,inRiver_2491222,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:27487IN-4ND-CP,FAUCET,bath_filler,27487IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:27487IN-4ND-CP,FAUCET,required_component,inRiver_2491222,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:39560IN-ND-CP,FAUCET,basin_faucet,39560IN-ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:26791IN-4ND-CP,FAUCET,bath_filler,26791IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:26791IN-4ND-CP,FAUCET,required_component,inRiver_1482559,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:27489IN-4ND-CP,FAUCET,bath_filler,27489IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:27489IN-4ND-CP,FAUCET,required_component,inRiver_2491222,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:27481IN-4ND-CP,FAUCET,bath_filler,27481IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:27481IN-4ND-CP,FAUCET,required_component,inRiver_1482559,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
faucet:24280IN-4ND-RGD,FAUCET,bath_filler,24280IN-4ND-RGD,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:34039IN-4ND-CP,FAUCET,bath_filler,34039IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:26048IN-4ND-CP,FAUCET,bath_filler,26048IN-4ND-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:29310IN-4ND-AF,FAUCET,bath_filler,29310IN-4ND-AF,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Basin Area; subcategory=Wall-Mount Faucets.
faucet:8670IN-4M-CP,FAUCET,basin_faucet,8670IN-4M-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:98068T-3M-CP,FAUCET,basin_faucet,98068T-3M-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:73060T-9GCH-TT,FAUCET,bath_filler,73060T-9GCH-TT,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:13491T-4-RGD,FAUCET,basin_faucet,13491T-4-RGD,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:72758T-CP,FAUCET,basin_faucet,72758T-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:72759T-CP,FAUCET,basin_faucet,72759T-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:72760T-CP,FAUCET,bath_filler,72760T-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:98068T-9M-CP,FAUCET,basin_faucet,98068T-9M-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
faucet:8670T-4M-AF,FAUCET,bath_filler,8670T-4M-AF,true,explicit_catalogue,1.0,,true,Role supported by category=Basin Area; subcategory=Widespread Faucets.
bathtub:18343T-0,BATHTUB,bathtub,18343T-0,true,explicit_catalogue,1.0,freestanding,true,Role supported by category=Wellness; subcategory=Freestanding Bathtubs.
bathtub:8331T-0,BATHTUB,bathtub,8331T-0,true,explicit_catalogue,1.0,freestanding,true,Role supported by category=Wellness; subcategory=Freestanding Bathtubs.
bathtub:11195T-0,BATHTUB,bathtub,11195T-0,true,explicit_catalogue,1.0,freestanding,true,Role supported by category=Wellness; subcategory=Freestanding Bathtubs.
bathtub:1800T-0,BATHTUB,bathtub,1800T-0,true,explicit_catalogue,1.0,freestanding,true,Role supported by category=Wellness; subcategory=Freestanding Bathtubs.
bathtub:20249T-0,BATHTUB,bathtub,20249T-0,true,explicit_catalogue,1.0,freestanding,true,Role supported by category=Wellness; subcategory=Freestanding Bathtubs.
shower:26284IN-AF,SHOWER,hand_shower,26284IN-AF,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:26284IN-AF,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:26284IN-AF,SHOWER,required_component,inRiver_2371536,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:12861IN-ZZ-CP,SHOWER,hand_shower,12861IN-ZZ-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:16359IN-A-CP,SHOWER,hand_shower,16359IN-A-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:16359IN-A-CP,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:16359IN-A-CP,SHOWER,required_component,inRiver_2371536,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24717IN-CP,SHOWER,hand_shower,24717IN-CP,true,explicit_catalogue,1.0,,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:24717IN-CP,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:24717IN-CP,SHOWER,required_component,inRiver_2371536,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:72421IN-CP,SHOWER,hand_shower,72421IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:72421IN-CP,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:98445IN-CP,SHOWER,hand_shower,98445IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:98445IN-CP,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
shower:98444IN-CP,SHOWER,hand_shower,98444IN-CP,true,explicit_catalogue,1.0,wall_mount,true,Role supported by category=Showering Area; subcategory=Hand Showers.
shower:98444IN-CP,SHOWER,required_component,inRiver_1337884,true,kohler_api,1.0,,false,Explicit required_components reference; unresolved references are retained without product mapping.
