product_code,roles,bathroom_zones,mount_surfaces,installation_type,requires_host_product,host_roles,floor_contact,wall_contact,overhead,source,confidence,notes
25148IN-4ND-CP,basin_faucet;faucet,basin,wall,,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
22540IN-4AND-CP,bath_filler,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
33103IN-4ND-CP,bath_filler,bathtub,wall,Wall-mount; Trim only; requires valve to complete installation (sold separately),false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27483IN-4ND-CP,bath_filler,bathtub,wall,Trim only; requires valve to complete installation (sold separately); Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27488IN-4ND-CP,bath_filler,bathtub,wall,Trim only; requires valve to complete installation (sold separately); Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27487IN-4ND-CP,bath_filler,bathtub,wall,Wall-mount; Trim only; requires valve to complete installation (sold separately),false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
39560IN-ND-CP,basin_faucet;faucet,basin,wall,,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26791IN-4ND-CP,bath_filler,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27489IN-4ND-CP,bath_filler,bathtub,wall,Trim only; requires valve to complete installation (sold separately); Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27481IN-4ND-CP,bath_filler,bathtub,wall,Trim only; requires valve to complete installation (sold separately); Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
24280IN-4ND-RGD,bath_filler,bathtub,wall,Wall-mount; G 1/2 connection,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
34039IN-4ND-CP,bath_filler,bathtub,wall;counter,For single-hole installation; Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit counter/single-hole mounting wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26048IN-4ND-CP,bath_filler,bathtub,wall,Trim only; requires valve to complete installation (sold separately); Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
29310IN-4ND-AF,bath_filler,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
8670IN-4M-CP,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
98068T-3M-CP,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73060T-9GCH-TT,bath_filler,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
13491T-4-RGD,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72758T-CP,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72759T-CP,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72760T-CP,bath_filler,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
98068T-9M-CP,basin_faucet;faucet,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
8670T-4M-AF,bath_filler,bathtub,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18343T-0,bath,bathtub,freestanding,Freestanding,false,,true,false,false,catalogue_metadata,0.95,Explicit freestanding wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
8331T-0,bath,bathtub,freestanding,Freestanding,false,,true,false,false,catalogue_metadata,0.95,Explicit freestanding wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
11195T-0,bath,bathtub,freestanding,Freestanding,false,,true,false,false,catalogue_metadata,0.95,Explicit freestanding wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
1800T-0,bath,bathtub,freestanding,Freestanding,false,,true,false,false,catalogue_metadata,0.95,Explicit freestanding wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
20249T-0,bath,bathtub,freestanding,Freestanding,false,,true,false,false,catalogue_metadata,0.95,Explicit freestanding wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26284IN-AF,hand_shower,shower,wall;deck_mount,G 1/2 inlet connection; Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
12861IN-ZZ-CP,hand_shower,shower,wall,Wall-mount; G 1/2 inlet connection,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
16359IN-A-CP,hand_shower,shower,wall,Bracket or slidebar required for wall-mount installation (sold separately); G 1/2 connection,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
24717IN-CP,hand_shower,shower,,G 1/2 inlet connection,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
72421IN-CP,hand_shower,shower,wall;deck_mount,Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
98445IN-CP,hand_shower,shower,wall,Bracket or slidebar required for wall-mount installation (sold separately),false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
98444IN-CP,hand_shower,shower,wall,Bracket or slidebar required for wall-mount installation (sold separately),false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
28695IN-CP,hand_shower,shower,wall;deck_mount,G 1/2 inlet connection; Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
28585IN-0,hand_shower,shower,wall;deck_mount,Bracket or slidebar required for wall-mount installation (sold separately); Deck-mount holder required for deck-mount installation (sold separately),false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
97009IN-CP,hand_shower,shower,,G 1/2 inlet connection,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
28694IN-CP,hand_shower,shower,wall;deck_mount,G 1/2 (13 mm) inlet connection; Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26286IN-G-AF,hand_shower,shower,wall;deck_mount,Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
97009T-AF,hand_shower,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
24717T-BL,hand_shower,shower,,G 1/2 inlet connection,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
26284T-2MB,hand_shower,shower,wall;deck_mount,G 1/2 inlet connection; Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
R24717T-MU-BL,hand_shower,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
39502IN-CP,hand_shower,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
22166-CP,hand_shower,shower,wall;deck_mount,Bracket or slidebar required for wall-mount installation; Deck-mount holder required for deck-mount installation,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit deck-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
9301IN-CL-CP,rainhead,shower,ceiling,G 1/2 (13 mm) inlet connection; Mounts to the wall or ceiling; Requires single-function rainhead shower arm and flange (sold separately),false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
9302IN-CL-CP,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73037IN-CL-CP,rainhead,shower,wall;ceiling,Ceiling- or wall-mount; Requires single-function rainhead shower arm and flange (sold separately),false,,false,true,true,catalogue_metadata,0.95,Explicit wall-mount wording. Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
73039IN-CL-CP,rainhead,shower,ceiling,G 1/2 connection; Ceiling-mount,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
76465IN-BL,rainhead,shower,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
77276IN-L-CP,rainhead,shower,ceiling,Ceiling-mount; Installation hardware included,false,,false,false,true,catalogue_metadata,0.95,Explicit ceiling wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
