internal_id,product_code,product_name,mapping_source,confidence,status,notes
inRiver_1336485,72762T-9M-CP,Artifacts™ Single-handle bathroom sink faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1336486,72758T-CP,"Artifacts™ Widespread lav faucets, tea",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1336487,72759T-CP,"Artifacts™ Widespread lav faucets, bell",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1336488,72760T-CP,Artifacts™ Widespread bathroom sink faucets,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1336489,77958T-4A-CP,"Components™ Single-handle bathroom sink faucet with Tube spout and Pin handle, 5.7 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1336644,29024IN-1-0,Chalice Round vessel 1tap hole,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337229,97009T-AF,Rain Duet Multi-function handshower-geo,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337232,R24717T-MU-BL,Rain Duet Multifunction handshower - bl finish with manchester united logo,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337238,24717T-BL,"Rainduet™ 3.0 Three-function handshower, 6.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337380,31459IN-0,Span square vessel w/o deck 48x34 cm,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337824,98068T-9M-CP,Artifacts™ Swing lever handles,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337834,98444IN-CP,"Spatula® 57 mm square single-function handshower, 13.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1337835,98445IN-CP,"Spatula® 98 mm square single-function handshower, 13.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1338280,8670T-4M-AF,"Finial(R) 8"" (20.3 cm) Widespread Bathroom Sink Faucet",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1338337,97347T-4-RGD,Avid™ Tall single-handle bathroom sink faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1338364,73158T-4-RGD,Composed™ Single-handle bathroom sink faucet with joystick handle,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1338372,73061T-7-BV,Composed™ Wall-mount lavatory faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1338417,5373IN-0,Forefront™ 58 cm rectangular vessel bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1338905,75375IN-0,"Forefront™ 89 cm rectangular vessel bathroom sink, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1339005,8331T-0,Veil™ 164.9 cm x 95.4 cm freestanding bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1339084,8688T-S-0,"San Raphael Grande™ One-piece elongated toilet with skirted trapway, 4.8 lpf",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1339103,90011T-0,Mica™ Vessel sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1342281,23975IN-4ND-CP,"KOHLER VIVE® Wall-mount bathroom sink faucet, 5.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1342304,31460IN-0,Span™ 48.4 cm rectangular wall-mount bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1342313,31458IN-0,Span™ 48.2 cm oval wall-mount bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1342343,24717IN-CP,"Rainduet® 3.0 Three-function handshower, 16.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1428838,5401IN-0,Veil™ Smart One-piece Toilet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1428970,25317IN-0,Span™ 54.4 cm rectangular wall-mount bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1429057,24470IN-CP,"ModernLife™ Rectangular 33 cm x 23 cm two-function rainhead, 12.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1429409,27731IN-CP,"ModernLife™ Rectangular 33.5 cm x 22 cm single-function rainhead, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1429960,22645IN-CP,"Parallel™ Square 12.7 cm single-function showerhead, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1482168,21969IN-4ND-BV,"Aleo® Wall-mount bathroom sink faucet with Lever handle, 40.9 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1482362,25316IN-0,"Span™ 53.7 cm rectangular vessel bathroom sink with glazed underside, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1482407,26046IN-CP,Beam™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1482557,25318IN-0,"Span™ 47.1 cm oval vessel bathroom sink with glazed underside, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1482607,74028IN-4-CP,Taut™ Pilar tap,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1482733,74046IN-A1-CP,Taut™ Wall mount bath spout without diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1730154,EX27102T-4-2MB,"Occasion™ Wall-mount single-handle bathroom sink faucet, 8.3 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_1933975,26303T-CP,Statement™ Ceiling-mount single-function iconic dual shower arm with rainhead and handshower,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_199532,1418-V-0,"Memoirs® 72"" x 42"" drop-in Effervescence whirlpool bath",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_200801,20704-0,"Veil™ 21"" oval vessel bathroom sink",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_200815,20703-0,"Veil™ 16"" round vessel bathroom sink or pedestal sink basin",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2011537,33059IN-4ND-CP,"Accliv™ Single-handle bathroom sink faucet with paddle handle, 15.1 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2011559,33063IN-4ND-CP,"Accliv™ Tall single-handle bathroom sink faucet with paddle handle, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2011614,33074IN-CP,Accliv™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_204412,T98071-4-BV,Artifacts® Deck-mount bath faucet handle trim with Lever design,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_210917,22166-CP,"Purist® Four-function handshower, 2.5 gpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_226220,T9540-4-CP,"Deck-mount trim for transfer valve/vacuum breaker with lever handle, valve not included",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2285117,7799IN-FDL-0,Quila Vana™ Vessel bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2285120,2349IN-FDL-96,Quila™ Camber™ Undermount bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2298246,709075IN-CP,New Levity™ 200 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2298249,709076IN-CP,New Levity™ 200 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2310978,26286IN-G-AF,"Statement™ Iconic single-function handshower, 6.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2312070,21060IN-0,Brazn™ 58.4 cm rectangular vessel bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2312528,31347IN-0,Sveda® 66.3 cm oval vessel bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2313651,704796IN-2BL,New Trilogy 206.1 cm H pivot shower door with 8 mm- or 10 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2315141,30506IN-1-0,Forefront™ Brink 60 cm Rectangle vessel bathroom sink with deck,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_233846,77963-8A-BL,Components® Rocker bathroom sink faucet handle,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_235756,13693-CP,"Traditional 10"" single-function rainhead, 2.5 gpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371638,27492IN-CP,Fore Arc® Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371641,27494IN-CP,Fore Arc® Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371653,27724IN-CP,"Rainduet® Five-function filtered showerhead, 12.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371671,28585IN-0,"Switch Round four-function handshower, 7.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371674,29959IN-AF,"ModernLife Edge® Hexagonal 33 cm x 42.5 cm two-function overhead shower panel, 10.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371679,29961IN-CP,"ModernLife Edge™ 42.5 cm x 33 cm two-function rainhead, 2.0 and 11.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371699,72830IN-L-CP,"Beitou® 28 cm x 55 cm three-function rainhead, 25.3 – 34.9 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371708,75924IN-CP,"Rainduet 
Multifunction Showerhead",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371714,76465IN-BL,Awaken 25.4 cm Rainhead,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2371717,77276IN-L-CP,"Beitou® 60 cm x 80 cm three-function rainhead, 23.2 – 29.4 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2453873,2215IN-2-0,Ladena™ 58.1 cm rectangular undercounter bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2454022,31343IN-SS-0,Nysa Vessel Basin Without Faucet Hole In White,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2486679,25757IN-4ND-CP,ModernLife Edge™ Single-handle bathroom sink faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2486688,25758IN-4ND-CP,ModernLife Edge™ Tall single-handle bathroom sink faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2486697,25759IN-4ND-CP,ModernLife Edge™ Wall-mount bathroom sink faucet,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2486715,25764IN-CP,ModernLife Edge™ Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2486724,25765IN-CP,ModernLife Edge™ Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2490150,21748IN-HB1,Brazn™ Wall-hung round-front toilet bowl with skirted trapway,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491215,25148IN-4ND-CP,Beam Wall Mount Cold Only Trim Without Drain,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491219,26048IN-4ND-CP,"Beam™ Wall-mount bathroom sink faucet trim, 7.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491275,75708IN-2SS-0,Veil™ Wall-hung Toilet with Quiet-Close Seat,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491291,18361IN-CL-AF,Rainduet Square 25.4 cm Rainhead,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491306,9301IN-ZX-RGD,"Katalyst™ Air Square 38.4 cm single-function rainhead, 22.2 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491400,705115IN-SHP,Contra 200 cm – 210 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491403,705116IN-SHP,Contra 200 cm H sliding shower door with 8 mm-thick glass,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491422,30520IN-0,Trace™ 55 cm rectangular wall-mount bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491440,24280IN-4ND-RGD,"Parallel™ Wall-mount bathroom sink faucet, 7.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491474,27493IN-CP,Fore™ Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491477,27477IN-4ND-CP,"Fore Tri® Single-handle bathroom sink faucet, 19.2 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491486,27487IN-4ND-CP,"Fore Tri™ Wall-mount single-handle bathroom sink faucet, 9.0 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491489,27488IN-4ND-CP,"Fore Line® Wall-mount bathroom sink faucet trim, cold only, 9.2 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491779,72438IN-AF,Rain Duet™ Round 17.8 cm single-function rainhead,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491785,23973IN-AA-CP,KOHLER VIVE® Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491792,,KOHLER VIVE® Wall-mount bath spout with diverter,captured_kohler_india_pdp_api,0.0,unresolved,Captured internal ID has no exact SKU match in normalized products or variants.
inRiver_2491799,21226IN-HP1,"ModernLife Edge® 60 cm rectangular vessel bathroom sink, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491839,28784IN-0,"KOHLER VIVE® 55.2 cm rectangular vessel bathroom sink, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491846,28783IN-0,"KOHLER VIVE® 54.7 cm oval vessel bathroom sink, no overflow",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2491920,23657IN-CP,"Rainduet® Single-function showerhead, 17.4 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492025,21226IN-SS-0,ModernLife® 60 cm Edge Vessel Basin,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492091,31461IN-0,Span™ 57 cm wall-mount corner bathroom sink,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492121,9301IN-CL-CP,"ModernLife Edge® Square 38.4 cm single-function rainhead, 22.2 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492126,9302IN-CL-CP,ModernLife™ Edge Square 33 cm single-function rainhead,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492129,73039IN-CL-CP,"Rainduet® Edge Round 25.4 cm rainhead, 9.4 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492132,73040IN-CL-CP,"Rainduet® Edge Square 25.4 cm single-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492135,73038IN-CL-CP,"Rainduet® Edge Square 20.3 cm single-function rainhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492138,73037IN-CL-CP,"Rainduet® Edge Round 20.3 cm single-function rainhead, 14.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492152,27490IN-CP,Fore Tri® Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492161,27481IN-4ND-CP,"Fore Tri® Wall-mount bathroom sink faucet trim, 8.7 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492164,27483IN-4ND-CP,"Fore Arc® Wall-mount bathroom sink faucet trim, 8.7 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492167,27489IN-4ND-CP,"Fore Arc® Wall-mount bathroom sink faucet trim, cold only, 9.2 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492203,1704T-Z-0,Evok™ 180 cm x 80 cm drop-in bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492248,11479IN-VC1-0,Forefront™ 58.1 cm rectangular semi-recessed bathroom sink with glazed underside,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492316,20627IN-K-0,Hourglass® 152.9 cm x 81.8 cm corner whirlpool bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2492319,1709IN-K-0,Ove™ 170 cm x 75 cm drop-in whirlpool bath,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_253077,72791-CP,Artifacts® Wall-mount bath spout with flare design,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_266216,97347-4-BL,"Avid® Tall single-handle bathroom sink faucet, 1.2 gpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2696549,24613IN-CP,"Arise™ Single-function lighted showerhead, 9.5 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_269961,73120-2MB,Composed® Wall-mount bath spout,captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
inRiver_2708331,24547IN-CP,"Daisyfield™ Multifunction showerhead, 9.6 lpm",captured_kohler_india_pdp_api,1.0,resolved,Exact internal ID and SKU evidence from captured KOHLER India PDP/API JSON.
